"moral_id","book_id","title","AuthorFirstName","AuthorLastName","Date","Language","Country","Class","model","input_type","moral_num","moral"
5002,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","memory",1,"The smallest overlooked detail can unravel the most intricate deception."
5003,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","memory",2,"The illusion of the perfect crime inevitably shatters under the weight of logic."
5004,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","memory",3,"Guilt leaves a trail that no amount of cunning can completely erase."
5005,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","full_text",1,"The secrets we bury in others will eventually be dug up and turned against us."
5006,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","full_text",2,"An airtight alibi is only as strong as the science used to test it."
5007,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","full_text",3,"The impossible crime is merely an ordinary one dressed in extraordinary coincidence."
5008,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","chunk_summary",1,"The secrets we bury alive will eventually dig their own way out."
5009,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","chunk_summary",2,"A perfect alibi is just a lie with better timing."
5010,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","chunk_summary",3,"Fear leaves a trail that even the cleverest criminal cannot erase."
5011,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Secrets kept in darkness always drag others into the grave."
5012,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"A locked room holds no mystery that time cannot unlock."
5013,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Claude","plotArc_summary",3,"The hand that silences a blackmailer still bears the mark of guilt."
5014,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","full_text",1,"Revolutions that worship power soon become what they claim to destroy."
5015,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","full_text",2,"Grand visions without conscience turn ingenuity into ruin."
5016,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","full_text",3,"When spectacle replaces humanity, even heroes lose their souls."
5017,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","chunk_summary",1,"Revolutions that worship spectacle soon mistake applause for justice."
5018,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","chunk_summary",2,"Power built in the name of liberation can harden into a new tyranny."
5019,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","chunk_summary",3,"Grand visions need more than poetry, or they become engines of ruin."
5020,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Talent can win a revolution, but power always asks for a higher price."
5021,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"A nation built on survival may trade its freedom for stronger weapons."
5022,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"When ambition serves fear, invention becomes its own kind of empire."
5023,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","memory",1,"Utopias built on plunder sink under their own contradictions."
5024,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","memory",2,"Freedom without responsibility quickly becomes another form of tyranny."
5025,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","GPT","memory",3,"Revolutionary dreams fade when human ambition outruns human wisdom."
5026,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","full_text",1,"Poetry may ignite a revolution, but only ruthless engineering can sustain it."
5027,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","full_text",2,"The realization of a radical utopia often leaves its visionary architects hollow and unfulfilled."
5028,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","full_text",3,"Amidst the chaotic machinery of political extremism, simple human affection remains the truest anchor."
5029,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"In the theater of revolution, spectacle and weaponry are two sides of the same coin."
5030,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"The pursuit of absolute power inevitably transforms the radical pirate into the ruling politician."
5031,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"Unchecked technological ambition turns visionary ideals into engines of mass destruction."
5032,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"Genius forged in rebellion will always be courted by empire."
5033,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"The price of independence is often paid in ruthless compromise."
5034,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"The quest for ultimate security inevitably breeds ultimate danger."
5035,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","memory",1,"A society governed by spectacle inevitably drowns in its own absurdity."
5036,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","memory",2,"Utopias fueled by perpetual rebellion are doomed to consume themselves."
5037,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Gemini","memory",3,"Unchecked technological ambition wedded to radical fanaticism breeds monsters rather than miracles."
5038,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","full_text",1,"The future belongs to those bold enough to steal it."
5039,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","full_text",2,"Love for one child outweighs loyalty to any cause."
5040,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","full_text",3,"Every revolution trades its poetry for paperwork."
5041,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","chunk_summary",1,"Revolution without industry is just poetry."
5042,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","chunk_summary",2,"The pirate who seizes the moment seizes the future."
5043,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","chunk_summary",3,"Power finds its allies in the wreckage of old orders."
5044,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Genius in the hands of the state is a weapon pointed in every direction."
5045,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"Revolution does not end at the border—it hungers for the horizon."
5046,"2016_Sterling,Bruce_PirateUtopia_SF.txt","PirateUtopia","Bruce","Sterling",2016,"English","","LOWRATE","Claude","plotArc_summary",3,"The price of survival is becoming what you once fought against."
5047,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","full_text",1,"Fear can turn survival into savagery."
5048,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","full_text",2,"Duty without conscience becomes another kind of ruin."
5049,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","full_text",3,"Even across war and distance, mercy still marks the truly civilized."
5050,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","chunk_summary",1,"The past can return as both inheritance and warning."
5051,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","chunk_summary",2,"Fear makes fortresses strong and souls small."
5052,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","chunk_summary",3,"Loyalty is proved when rescue costs more than retreat."
5053,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Isolation can turn survival into tyranny."
5054,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"The past you seek may become the enemy you must face."
5055,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"Power taken by fear destroys the hands that grasp it."
5056,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","memory",1,"Love shines brightest when hope survives the darkest night."
5057,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","memory",2,"The truths we hide can shape our fate more than the stars above."
5058,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","GPT","memory",3,"Courage means choosing compassion even when the world feels broken."
5059,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","full_text",1,"The relentless pursuit of absolute security often breeds the very tyranny it seeks to escape."
5060,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","full_text",2,"Shared honor can forge a righteous alliance even between the bitterest of enemies."
5061,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","full_text",3,"True leadership requires unwavering loyalty to one's people, even at the cost of disobeying orders."
5062,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"Fear of the unknown turns survivors into the very monsters they dread."
5063,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"True loyalty sometimes demands defying orders to save the one who gave them."
5064,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"A shared enemy can forge a fleeting alliance between the bitterest of foes."
5065,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"Time can twist forgotten kin into unforgiving foes."
5066,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"Aggressive ambition often engineers its own violent downfall."
5067,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"Ruthless pragmatism is the heavy price of survival."
5068,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","memory",1,"Hope shines brightest against the canvas of our darkest moments."
5069,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","memory",2,"Every soul possesses a unique brilliance waiting to be recognized."
5070,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Gemini","memory",3,"Love is the invisible force that connects our scattered lights."
5071,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","full_text",1,"Fear, left unchecked, will transform idealists into the very monsters they once fled."
5072,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","full_text",2,"Loyalty to your people outweighs obedience to any order."
5073,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","full_text",3,"Even enemies can find common cause against a greater dishonor."
5074,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","chunk_summary",1,"The past never stays lost—it only waits to be found."
5075,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","chunk_summary",2,"Fear of the stranger poisons even the noblest civilization from within."
5076,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","chunk_summary",3,"Duty demands we carry the dead forward, then sail on."
5077,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Isolation breeds fear, and fear breeds monsters."
5078,"2016_Thompson,Eric_LikeStarsinHeaven_SF.txt","LikeStarsinHeaven","Eric","Thompson",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"Some rescues cost more than the mission is worth."
